OrderId,OrderLineNumber,ProductId,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
d9819cc5-615d-4f2b-a81e-6c36f54c909f,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
d9819cc5-615d-4f2b-a81e-6c36f54c909f,3,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
d9819cc5-615d-4f2b-a81e-6c36f54c909f,4,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
f3311941-fca9-40b9-91cc-e13990236056,1,1571,CozyNights Sleeping Bag,2,159.99,319.98,0.0,28.0
abd31510-4101-4abb-a772-d1f24c684722,1,1531,Summit Breeze Jacket,1,149.99,149.99,0.0,13.12
abd31510-4101-4abb-a772-d1f24c684722,2,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
abd31510-4101-4abb-a772-d1f24c684722,3,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
abd31510-4101-4abb-a772-d1f24c684722,4,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
325b557f-e889-4b5f-a306-b8d3f08417b8,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
325b557f-e889-4b5f-a306-b8d3f08417b8,2,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
325b557f-e889-4b5f-a306-b8d3f08417b8,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
ffb835e9-3c9b-453c-8e59-45d87037d796,1,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
ffb835e9-3c9b-453c-8e59-45d87037d796,2,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
ffb835e9-3c9b-453c-8e59-45d87037d796,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
ffb835e9-3c9b-453c-8e59-45d87037d796,4,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
f3220b98-1942-4951-a0fc-a943a0f13aa1,1,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
f5e6d715-cdbf-49cb-9a6f-81db27f7c7ff,1,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
f5e6d715-cdbf-49cb-9a6f-81db27f7c7ff,2,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
f5e6d715-cdbf-49cb-9a6f-81db27f7c7ff,3,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
42241a2f-4e98-4304-9e73-ee68436585b6,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
f6e6657a-5950-44a7-a8b6-25ea12b08388,1,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
f6e6657a-5950-44a7-a8b6-25ea12b08388,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
0ecc3c17-25c3-4d7c-8b8b-041c9d883878,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
0ecc3c17-25c3-4d7c-8b8b-041c9d883878,2,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
0ecc3c17-25c3-4d7c-8b8b-041c9d883878,3,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
0ecc3c17-25c3-4d7c-8b8b-041c9d883878,4,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
7ff03a56-1e36-4e7c-b532-4098cf329bee,1,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
7ff03a56-1e36-4e7c-b532-4098cf329bee,2,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
7ff03a56-1e36-4e7c-b532-4098cf329bee,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
7ff03a56-1e36-4e7c-b532-4098cf329bee,4,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
cd331c47-2c50-4af6-b0e3-c86371323e39,1,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
cd331c47-2c50-4af6-b0e3-c86371323e39,2,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
cd331c47-2c50-4af6-b0e3-c86371323e39,3,1563,CompactCook Camping Stove,3,94.99,284.97,0.0,24.93
cd331c47-2c50-4af6-b0e3-c86371323e39,4,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
0e20cc25-52f0-4ecd-be90-b3236663084b,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
0e20cc25-52f0-4ecd-be90-b3236663084b,2,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
d4d55e27-0555-4c6c-8bc7-9c135f80838c,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
d4d55e27-0555-4c6c-8bc7-9c135f80838c,2,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
d4d55e27-0555-4c6c-8bc7-9c135f80838c,3,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
5ed08485-c2d7-4b24-9dbb-3426bb642f1d,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
5ed08485-c2d7-4b24-9dbb-3426bb642f1d,2,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
319f82b9-a6d2-48ef-91f0-e852e67aa2c4,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
319f82b9-a6d2-48ef-91f0-e852e67aa2c4,2,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
319f82b9-a6d2-48ef-91f0-e852e67aa2c4,3,1581,LED Headlamp - Rechargeable,3,74.99,224.97,0.0,19.68
319f82b9-a6d2-48ef-91f0-e852e67aa2c4,4,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
b4627440-dd43-40ee-993a-5eb180b9a04f,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
5af364cd-0d3a-47b2-a7de-6d4b23cc1632,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
5af364cd-0d3a-47b2-a7de-6d4b23cc1632,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
5f3ca568-cc15-497a-88ca-d44af8e846e5,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
5f3ca568-cc15-497a-88ca-d44af8e846e5,2,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
5f3ca568-cc15-497a-88ca-d44af8e846e5,3,1581,LED Headlamp - Rechargeable,1,74.99,74.99,0.0,6.56
5f3ca568-cc15-497a-88ca-d44af8e846e5,4,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
d2079024-f43d-4586-9e1a-c77e8b08fa9e,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
d2079024-f43d-4586-9e1a-c77e8b08fa9e,2,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
d2079024-f43d-4586-9e1a-c77e8b08fa9e,3,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
d2079024-f43d-4586-9e1a-c77e8b08fa9e,4,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
c28f6bdb-cf33-4d9a-9292-f7507977e15d,1,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
c28f6bdb-cf33-4d9a-9292-f7507977e15d,2,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
c28f6bdb-cf33-4d9a-9292-f7507977e15d,3,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
c28f6bdb-cf33-4d9a-9292-f7507977e15d,4,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
bd88b91e-a5d5-4fa8-b851-94acb054847d,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
bd88b91e-a5d5-4fa8-b851-94acb054847d,2,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
bd88b91e-a5d5-4fa8-b851-94acb054847d,3,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
bd88b91e-a5d5-4fa8-b851-94acb054847d,4,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
6123bd37-956b-4433-ac2c-dbdb0293671e,1,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
6123bd37-956b-4433-ac2c-dbdb0293671e,2,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
6123bd37-956b-4433-ac2c-dbdb0293671e,3,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
01d390fc-c81a-4a57-baf7-f567b55c15d8,1,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
01d390fc-c81a-4a57-baf7-f567b55c15d8,2,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
01d390fc-c81a-4a57-baf7-f567b55c15d8,3,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
01d390fc-c81a-4a57-baf7-f567b55c15d8,4,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
7aa6760f-e90b-49b8-9a67-cb2fd640e5d4,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
7aa6760f-e90b-49b8-9a67-cb2fd640e5d4,2,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
7aa6760f-e90b-49b8-9a67-cb2fd640e5d4,3,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
2b825168-be7d-43ba-ae78-7e2edaca52f8,1,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
3bc3ee3d-25c2-4223-9b3f-9f909ecdd335,1,1551,BaseCamp Folding Table,1,89.99,89.99,0.0,7.87
3765330d-5bf5-438b-96eb-ce6ebad547cb,1,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
3765330d-5bf5-438b-96eb-ce6ebad547cb,2,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
3765330d-5bf5-438b-96eb-ce6ebad547cb,3,1572,MountainDream Sleeping Bag,2,289.99,579.98,0.0,50.75
3765330d-5bf5-438b-96eb-ce6ebad547cb,4,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
7c5abb6f-3142-4a54-938d-c34fb8cd31ae,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
7c5abb6f-3142-4a54-938d-c34fb8cd31ae,2,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
7c5abb6f-3142-4a54-938d-c34fb8cd31ae,3,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
161eaa48-f042-4481-9f47-418d16cceebe,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
161eaa48-f042-4481-9f47-418d16cceebe,2,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
161eaa48-f042-4481-9f47-418d16cceebe,3,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
2d55032b-a6d3-42a2-83a8-c620ae067284,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
2d55032b-a6d3-42a2-83a8-c620ae067284,2,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
2d55032b-a6d3-42a2-83a8-c620ae067284,3,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
f21d88de-11f9-4113-a975-e52e499f5d17,1,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
f21d88de-11f9-4113-a975-e52e499f5d17,2,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
f21d88de-11f9-4113-a975-e52e499f5d17,3,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
787f743e-20f8-4e9a-ab60-c2176015947d,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
787f743e-20f8-4e9a-ab60-c2176015947d,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
787f743e-20f8-4e9a-ab60-c2176015947d,3,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
787f743e-20f8-4e9a-ab60-c2176015947d,4,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
a589e686-0454-472d-b531-4abc0b8d4e90,1,1553,Adventure Dining Table,3,172.49,517.47,0.0,45.28
a589e686-0454-472d-b531-4abc0b8d4e90,2,1552,TrekMaster Camping Chair,1,86.24,86.24,0.0,7.55
a589e686-0454-472d-b531-4abc0b8d4e90,3,1562,PowerBurner Camping Stove,3,218.49,655.47,0.0,57.35
e6d53827-1215-4195-aa2e-0dba4e7b98e7,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
e6d53827-1215-4195-aa2e-0dba4e7b98e7,2,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
b9a3ba3f-f2fb-4b77-a6e3-e166e41d5c34,1,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
b9a3ba3f-f2fb-4b77-a6e3-e166e41d5c34,2,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
b9a3ba3f-f2fb-4b77-a6e3-e166e41d5c34,3,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
b9a3ba3f-f2fb-4b77-a6e3-e166e41d5c34,4,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
6b21d584-0ba9-4636-a4f5-51d52b47867e,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
35b218be-8611-429a-ac0c-bc95d1e5392a,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
44662143-080b-45c1-8d57-3606675c4c02,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
06918376-b995-4ff2-b95c-3ed705c8b476,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
59a8b809-a4b3-4daf-a15e-d33e3d1c93a1,1,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
59a8b809-a4b3-4daf-a15e-d33e3d1c93a1,2,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
59a8b809-a4b3-4daf-a15e-d33e3d1c93a1,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
fe9a7eb8-fa10-4800-844b-a72c0e417b49,1,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
fe9a7eb8-fa10-4800-844b-a72c0e417b49,2,1572,MountainDream Sleeping Bag,2,289.99,579.98,0.0,50.75
fe9a7eb8-fa10-4800-844b-a72c0e417b49,3,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
fe9a7eb8-fa10-4800-844b-a72c0e417b49,4,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
516d90ed-14a8-4bd2-926d-f98006871c72,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
516d90ed-14a8-4bd2-926d-f98006871c72,2,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
7455f1b8-216d-4ac9-9100-0e97f2db960b,1,1563,CompactCook Camping Stove,3,94.99,284.97,0.0,24.93
7455f1b8-216d-4ac9-9100-0e97f2db960b,2,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
7455f1b8-216d-4ac9-9100-0e97f2db960b,3,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
7455f1b8-216d-4ac9-9100-0e97f2db960b,4,1562,PowerBurner Camping Stove,3,189.99,569.97,0.0,49.87
ac603080-4e5c-469f-9f32-0a07de37a048,1,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
ac603080-4e5c-469f-9f32-0a07de37a048,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
ac603080-4e5c-469f-9f32-0a07de37a048,3,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
ac603080-4e5c-469f-9f32-0a07de37a048,4,1531,Summit Breeze Jacket,1,149.99,149.99,0.0,13.12
a1a3038e-496c-4afd-9e59-b424a4ec97bf,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
a1a3038e-496c-4afd-9e59-b424a4ec97bf,2,1563,CompactCook Camping Stove,3,94.99,284.97,0.0,24.93
a1a3038e-496c-4afd-9e59-b424a4ec97bf,3,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
a1a3038e-496c-4afd-9e59-b424a4ec97bf,4,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
373ceed4-7adc-4cf1-8011-2323463e963d,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
373ceed4-7adc-4cf1-8011-2323463e963d,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
373ceed4-7adc-4cf1-8011-2323463e963d,3,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
373ceed4-7adc-4cf1-8011-2323463e963d,4,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
4e14cd08-a30e-4220-a1eb-f2912d6e13e5,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
4e14cd08-a30e-4220-a1eb-f2912d6e13e5,2,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
4e14cd08-a30e-4220-a1eb-f2912d6e13e5,3,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
4e14cd08-a30e-4220-a1eb-f2912d6e13e5,4,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
0d07447d-208b-4848-a16c-a2d1b4e48449,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
0d07447d-208b-4848-a16c-a2d1b4e48449,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
0d07447d-208b-4848-a16c-a2d1b4e48449,3,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
0d07447d-208b-4848-a16c-a2d1b4e48449,4,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
dee1194d-65c2-436a-94b9-f79e14fa1daf,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
dee1194d-65c2-436a-94b9-f79e14fa1daf,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
dee1194d-65c2-436a-94b9-f79e14fa1daf,3,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
dee1194d-65c2-436a-94b9-f79e14fa1daf,4,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
5496eee3-4308-4c85-847d-99009262219a,1,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
5496eee3-4308-4c85-847d-99009262219a,2,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
5496eee3-4308-4c85-847d-99009262219a,3,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
5496eee3-4308-4c85-847d-99009262219a,4,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
f2c57cb5-2d37-4684-8a88-62f85ef12650,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
f2c57cb5-2d37-4684-8a88-62f85ef12650,2,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
d3805473-eee1-4f8d-b6e2-fa686949e4c4,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
d3805473-eee1-4f8d-b6e2-fa686949e4c4,2,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
d3805473-eee1-4f8d-b6e2-fa686949e4c4,3,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
d3805473-eee1-4f8d-b6e2-fa686949e4c4,4,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
2de2d051-c97b-4e29-b8b0-2a5594274a3c,1,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
db602df3-c270-43a3-a867-c9e27d7f959d,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
db602df3-c270-43a3-a867-c9e27d7f959d,2,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
db602df3-c270-43a3-a867-c9e27d7f959d,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
db602df3-c270-43a3-a867-c9e27d7f959d,4,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
080cfbb9-cd3b-4137-b66f-edcf55013f79,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
4017ecd5-abf8-48c2-9ce1-15e27c43d894,1,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
4017ecd5-abf8-48c2-9ce1-15e27c43d894,2,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
4017ecd5-abf8-48c2-9ce1-15e27c43d894,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
f04790b1-e448-4674-9ab2-78f7abda24bd,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
f04790b1-e448-4674-9ab2-78f7abda24bd,2,1572,MountainDream Sleeping Bag,2,289.99,579.98,0.0,50.75
f04790b1-e448-4674-9ab2-78f7abda24bd,3,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
f04790b1-e448-4674-9ab2-78f7abda24bd,4,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
41c983ab-29a2-4006-8de7-46608b3dacc5,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
c92cd8ff-01d2-43a1-8657-eba3b6976d1b,1,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
5a9d13bf-49fe-49b7-8ea5-4da0438c4cda,1,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
94644fd4-0b2c-4a0e-b961-afca50ff933e,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
94644fd4-0b2c-4a0e-b961-afca50ff933e,2,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
8e49a95b-9091-4f42-b7f7-df5e2761b91c,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
8e49a95b-9091-4f42-b7f7-df5e2761b91c,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
0d3d22a2-cc2a-4bfd-9ac7-1fac4f611142,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
0d3d22a2-cc2a-4bfd-9ac7-1fac4f611142,2,1571,CozyNights Sleeping Bag,2,159.99,319.98,0.0,28.0
f8454edf-c527-4251-b170-a973cc50208e,1,1551,BaseCamp Folding Table,1,89.99,89.99,0.0,7.87
f8454edf-c527-4251-b170-a973cc50208e,2,1561,EcoFire Camping Stove,2,124.99,249.98,0.0,21.87
f8454edf-c527-4251-b170-a973cc50208e,3,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
5b32453a-b967-4932-8718-f7169216391a,1,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
5b32453a-b967-4932-8718-f7169216391a,2,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
5b32453a-b967-4932-8718-f7169216391a,3,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
6e0890de-bc11-4870-b009-2e99c24cbf95,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
6e0890de-bc11-4870-b009-2e99c24cbf95,2,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
6e0890de-bc11-4870-b009-2e99c24cbf95,3,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
6e0890de-bc11-4870-b009-2e99c24cbf95,4,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
d9df674e-80c8-4ceb-a5c5-bd762800068e,1,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
d9df674e-80c8-4ceb-a5c5-bd762800068e,2,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
d9df674e-80c8-4ceb-a5c5-bd762800068e,3,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
6526020b-8c24-45fa-b8a7-6b3812b57fae,1,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
6526020b-8c24-45fa-b8a7-6b3812b57fae,2,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
4dd95b04-6019-4bcc-85e3-ace8be4815ea,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
405dd592-de63-48c9-b9f0-e95065c92faa,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
405dd592-de63-48c9-b9f0-e95065c92faa,2,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
fe68f799-06e1-46bb-97f6-7ab0f2ad1be6,1,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
fe68f799-06e1-46bb-97f6-7ab0f2ad1be6,2,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
fe68f799-06e1-46bb-97f6-7ab0f2ad1be6,3,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
1c9869d4-ed88-4a71-8f08-9df6330c0a98,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
4646e611-970a-4e06-b327-04f7855ef382,1,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
