InventoryID,ProductID,ProductName,ProductCategory,WarehouseLocation,CurrentStock,ReservedStock,AvailableStock,SafetyStockLevel,ReorderPoint,MaxStockLevel,LastUpdated,AverageCost,Status,CreatedBy,CreatedDate
19,1533,RainGuard Hiking Jacket,Camping,Main,469,69,400,161,320,571,2026-03-09 03:48:17,111.83,Active,system,2026-01-09 13:48:17
20,1543,TrekStar Hiking Sandals,Camping,Main,135,15,120,109,196,576,2026-03-08 05:48:17,66.38,Active,system,2025-12-18 13:48:17
21,1553,Adventure Dining Table,Camping,Main,263,37,226,48,70,308,2026-03-09 07:48:17,98.41,Active,system,2026-01-30 13:48:17
22,1563,CompactCook Camping Stove,Camping,Backup,238,29,209,41,55,211,2026-03-08 03:48:17,64.71,Excess,system,2026-01-29 13:48:17
23,1581,LED Headlamp - Rechargeable,Camping,Main,196,58,138,29,54,173,2026-03-09 10:48:17,53.71,Excess,system,2025-09-22 13:48:17
24,1581,LED Headlamp - Rechargeable,Camping,Backup,57,0,57,29,54,173,2026-03-09 10:48:17,53.71,Active,system,2025-09-22 13:48:17
25,2011,Coffee Maker,Kitchen,Backup,2122,355,1767,650,1187,3041,2026-03-08 21:48:17,128.74,Active,system,2025-10-13 13:48:17
26,2012,Espresso Machine,Kitchen,Main,2177,371,1806,806,1088,5451,2026-03-08 12:48:17,304.47,Active,system,2026-01-23 13:48:17
27,2012,Espresso Machine,Kitchen,Backup,1047,0,1047,806,1088,5451,2026-03-08 12:48:17,304.47,Active,system,2026-01-23 13:48:17
28,2021,Chef Knife,Kitchen,Main,174,21,153,440,616,2589,2026-03-07 14:48:17,70.6,LowStock,system,2025-12-09 13:48:17
29,2022,Fork Set,Kitchen,Backup,2153,404,1749,596,769,2864,2026-03-08 21:48:17,32.13,Active,system,2026-01-08 13:48:17
30,2031,Coffee Mug,Kitchen,Backup,905,254,651,410,659,3300,2026-03-08 18:48:17,22.95,Active,system,2025-10-15 13:48:17
31,2041,Serving Platter,Kitchen,Main,1693,370,1323,613,1174,3528,2026-03-08 19:48:17,50.82,Active,system,2026-01-10 13:48:17
32,2051,Ice Cream Bowl,Kitchen,Regional,1673,472,1201,404,798,1459,2026-03-08 18:48:17,18.71,Excess,system,2026-01-02 13:48:17
33,2051,Ice Cream Bowl,Kitchen,Backup,791,0,791,404,798,1459,2026-03-08 18:48:17,18.71,Active,system,2026-01-02 13:48:17
34,2061,Mixing Bowl,Kitchen,Main,12,2,10,427,669,1909,2026-03-08 05:48:17,29.97,LowStock,system,2025-09-19 13:48:17
35,2071,Baking Pan,Kitchen,Main,2433,524,1909,463,790,2196,2026-03-07 22:48:17,17.79,Excess,system,2026-01-03 13:48:17
36,2081,Food Storage Set,Kitchen,Regional,1417,147,1270,175,266,1582,2026-03-09 10:48:17,24.68,Active,system,2025-10-09 13:48:17
37,2091,Spatula,Kitchen,Main,1019,211,808,240,459,918,2026-03-09 04:48:17,8.96,Excess,system,2026-01-26 13:48:17
38,2101,Measuring Cup Set,Kitchen,Main,402,110,292,128,228,1089,2026-03-09 08:48:17,12.73,Active,system,2026-02-03 13:48:17
39,2111,High-Speed Blender,Kitchen,Main,209,46,163,164,201,875,2026-03-07 19:48:17,139.53,Active,system,2025-10-09 13:48:17
40,2112,4-Slice Toaster,Kitchen,Main,711,112,599,233,304,831,2026-03-08 12:48:17,66.23,Active,system,2025-12-11 13:48:17
41,2121,Bamboo Cutting Board Set,Kitchen,Main,190,33,157,170,325,790,2026-03-09 11:48:17,30.56,Active,system,2025-12-12 13:48:17
42,2121,Bamboo Cutting Board Set,Kitchen,Backup,76,0,76,170,325,790,2026-03-09 11:48:17,30.56,Active,system,2025-12-12 13:48:17
43,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,41,10,31,24,34,123,2026-03-08 05:48:17,888.96,Active,system,2025-10-12 13:48:17
44,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,41,11,30,21,25,122,2026-03-08 21:48:17,551.28,Active,system,2025-12-07 13:48:17
45,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,107,25,82,24,37,102,2026-03-08 07:48:17,336.24,Excess,system,2025-10-01 13:48:17
46,3021,Nordic Classic XC Skis - 185cm,Ski,Main,42,7,35,7,9,57,2026-03-09 08:48:17,266.18,Active,system,2025-09-21 13:48:17
47,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,30,5,25,11,21,73,2026-03-09 08:48:17,380.82,Active,system,2025-09-25 13:48:17
48,3031,Pro Flex Racing Ski Boots,Ski,Main,141,16,125,26,40,181,2026-03-07 17:48:17,419.21,Active,system,2026-01-22 13:48:17
49,3032,Comfort Fit Recreational Boots,Ski,Backup,52,12,40,24,31,133,2026-03-08 09:48:17,290.29,Active,system,2025-11-13 13:48:17
50,3033,Women's Performance Ski Boots,Ski,Backup,151,37,114,28,44,132,2026-03-08 10:48:17,354.86,Excess,system,2025-09-20 13:48:17
51,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,42,8,34,11,21,66,2026-03-08 12:48:17,108.62,Active,system,2025-12-16 13:48:17
52,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,8,0,8,11,21,66,2026-03-08 12:48:17,108.62,Active,system,2025-12-16 13:48:17
53,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,67,12,55,11,21,66,2026-03-07 15:48:17,77.16,Excess,system,2025-09-29 13:48:17
54,3051,Insulated Ski Jacket - Men's,Ski,Regional,16,2,14,24,47,136,2026-03-08 15:48:17,215.67,LowStock,system,2025-10-03 13:48:17
55,3052,Thermal Base Layer Set - Women's,Ski,Main,43,8,35,15,20,99,2026-03-09 07:48:17,95.03,Active,system,2026-01-26 13:48:17
56,3053,Waterproof Ski Pants,Ski,Main,114,24,90,21,31,103,2026-03-08 22:48:17,165.63,Excess,system,2025-12-12 13:48:17
57,3061,Professional Ski Helmet,Ski,Backup,6,0,6,12,18,77,2026-03-09 07:48:17,155.45,LowStock,system,2025-11-06 13:48:17
58,3062,Anti-Fog Ski Goggles,Ski,Main,52,12,40,15,23,69,2026-03-09 12:48:17,90.57,Active,system,2025-11-06 13:48:17
59,3071,Ski Boot Bag - Premium,Ski,Main,47,13,34,9,13,49,2026-03-07 19:48:17,47.86,Active,system,2025-12-02 13:48:17
60,3072,Hand Warmers - 10 Pack,Ski,Main,70,8,62,9,16,60,2026-03-09 02:48:17,10.3,Excess,system,2026-01-13 13:48:17
61,3081,All-Temp Ski Wax Kit,Ski,Backup,164,28,136,36,69,185,2026-03-09 07:48:17,50.85,Active,system,2025-10-11 13:48:17
62,3082,Edge Tuning Tool Set,Ski,Main,26,6,20,23,43,125,2026-03-08 18:48:17,85.88,Active,system,2025-11-10 13:48:17
63,3082,Edge Tuning Tool Set,Ski,Backup,11,0,11,23,43,125,2026-03-08 18:48:17,85.88,Active,system,2025-11-10 13:48:17
64,3091,Freestyle Snowboard - 155cm,Ski,Main,73,21,52,14,26,78,2026-03-09 04:48:17,511.96,Active,system,2025-09-15 13:48:17
65,3092,All-Mountain Snowboard - 158cm,Ski,Main,114,24,90,20,30,105,2026-03-07 14:48:17,591.02,Excess,system,2025-10-29 13:48:17
66,3101,Winter Boots - Insulated,Ski,Regional,7,1,6,5,8,26,2026-03-09 09:48:17,104.94,Active,system,2025-11-15 13:48:17
67,3102,Winter Hiking Boots - Waterproof,Ski,Main,44,6,38,5,9,44,2026-03-08 20:48:17,192.05,Excess,system,2025-11-19 13:48:17
68,3102,Winter Hiking Boots - Waterproof,Ski,Backup,9,0,9,5,9,44,2026-03-08 20:48:17,192.05,Active,system,2025-11-19 13:48:17
69,3103,Snowboard Bindings - Pro,Ski,Backup,45,11,34,14,21,74,2026-03-09 09:48:17,207.51,Active,system,2025-11-11 13:48:17
70,3104,Ski Tuning Bench - Portable,Ski,Regional,41,7,34,33,49,145,2026-03-07 18:48:17,119.94,Active,system,2026-01-19 13:48:17
71,3104,Ski Tuning Bench - Portable,Ski,Backup,18,0,18,33,49,145,2026-03-07 18:48:17,119.94,Active,system,2026-01-19 13:48:17
