TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
62,2012,Espresso Machine,Kitchen,Backup,Sale,2024-03-04 00:00:00,-28,304.47,-8525.16,SO-32907,Customer Sale,1125,1097,warehouse1,Transaction processed for Backup location,system,2024-03-04 00:00:00
63,2021,Chef Knife,Kitchen,Main,Transfer,2024-03-02 00:00:00,-47,70.6,-3318.2,TRF-7111,Warehouse Transfer,267,220,warehouse1,Transaction processed for Main location,system,2024-03-02 00:00:00
64,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2024-03-04 00:00:00,-20,354.86,-7097.2,SO-91939,Customer Sale,127,107,warehouse1,Transaction processed for Backup location,system,2024-03-04 00:00:00
65,1541,TrekReady Hiking Boots,Camping,Main,Adjustment,2024-03-07 00:00:00,10,136.1,1361.0,ADJ-65,Cycle Count,618,628,system,Transaction processed for Main location,system,2024-03-07 00:00:00
66,3101,Winter Boots - Insulated,Ski,Regional,Sale,2024-03-07 00:00:00,-33,104.94,-3463.02,SO-68103,Customer Sale,74,41,warehouse1,Transaction processed for Regional location,system,2024-03-07 00:00:00
67,3103,Snowboard Bindings - Pro,Ski,Backup,Return,2024-03-02 00:00:00,5,166.01,830.04,RET-91623,Customer Return,129,134,warehouse1,Transaction processed for Backup location,system,2024-03-02 00:00:00
68,2081,Food Storage Set,Kitchen,Regional,Receipt,2024-03-06 00:00:00,17,25.03,425.43,PO-9833,Purchase Order Receipt,1337,1354,warehouse2,Transaction processed for Regional location,system,2024-03-06 00:00:00
69,1572,MountainDream Sleeping Bag,Camping,Main,Transfer,2024-03-05 00:00:00,-35,177.2,-6202.0,TRF-8519,Warehouse Transfer,590,555,warehouse2,Transaction processed for Main location,system,2024-03-05 00:00:00
70,3053,Waterproof Ski Pants,Ski,Main,Receipt,2024-03-06 00:00:00,45,172.89,7779.84,PO-2544,Purchase Order Receipt,151,196,warehouse2,Transaction processed for Main location,system,2024-03-06 00:00:00
71,3102,Winter Hiking Boots - Waterproof,Ski,Main,Transfer,2024-03-06 00:00:00,-32,192.05,-6145.6,TRF-4567,Warehouse Transfer,122,90,system,Transaction processed for Main location,system,2024-03-06 00:00:00
72,2121,Bamboo Cutting Board Set,Kitchen,Main,Transfer,2024-03-02 00:00:00,-22,30.56,-672.32,TRF-4455,Warehouse Transfer,97,75,system,Transaction processed for Main location,system,2024-03-02 00:00:00
73,2101,Measuring Cup Set,Kitchen,Main,Transfer,2024-03-01 00:00:00,-6,12.73,-76.38,TRF-3767,Warehouse Transfer,328,322,warehouse1,Transaction processed for Main location,system,2024-03-01 00:00:00
74,1521,Adventurer Pro Backpack,Camping,Backup,Return,2024-03-05 00:00:00,3,105.87,317.62,RET-69561,Customer Return,38,41,warehouse1,Transaction processed for Backup location,system,2024-03-05 00:00:00
75,1521,Adventurer Pro Backpack,Camping,Backup,Receipt,2024-03-03 00:00:00,94,138.38,13007.57,PO-3182,Purchase Order Receipt,11,105,warehouse2,Transaction processed for Backup location,system,2024-03-03 00:00:00
76,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Adjustment,2024-03-07 00:00:00,-4,380.82,-1523.28,ADJ-76,Physical Count,98,94,warehouse1,Transaction processed for Main location,system,2024-03-07 00:00:00
77,2031,Coffee Mug,Kitchen,Backup,Transfer,2024-03-02 00:00:00,-25,22.95,-573.75,TRF-5620,Warehouse Transfer,894,869,warehouse2,Transaction processed for Backup location,system,2024-03-02 00:00:00
78,1541,TrekReady Hiking Boots,Camping,Main,Sale,2024-03-07 00:00:00,-40,136.1,-5444.0,SO-32364,Customer Sale,619,579,system,Transaction processed for Main location,system,2024-03-07 00:00:00
79,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2024-03-06 00:00:00,-21,354.86,-7452.06,SO-76183,Customer Sale,238,217,warehouse1,Transaction processed for Backup location,system,2024-03-06 00:00:00
80,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Adjustment,2024-03-01 00:00:00,-17,551.28,-9371.76,ADJ-80,Cycle Count,98,81,system,Transaction processed for Backup location,system,2024-03-01 00:00:00
81,3101,Winter Boots - Insulated,Ski,Regional,Adjustment,2024-03-07 00:00:00,1,104.94,104.94,ADJ-81,System Correction,6,7,warehouse2,Transaction processed for Regional location,system,2024-03-07 00:00:00
82,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Sale,2024-03-01 00:00:00,-31,380.82,-11805.42,SO-29203,Customer Sale,40,9,system,Transaction processed for Main location,system,2024-03-01 00:00:00
83,2091,Spatula,Kitchen,Main,Sale,2024-03-07 00:00:00,-40,8.96,-358.4,SO-57349,Customer Sale,1109,1069,warehouse1,Transaction processed for Main location,system,2024-03-07 00:00:00
84,3082,Edge Tuning Tool Set,Ski,Backup,Sale,2024-03-05 00:00:00,-2,85.88,-171.76,SO-48095,Customer Sale,42,40,warehouse1,Transaction processed for Backup location,system,2024-03-05 00:00:00
85,3104,Ski Tuning Bench - Portable,Ski,Backup,Transfer,2024-03-07 00:00:00,-44,119.94,-5277.36,TRF-6338,Warehouse Transfer,45,1,warehouse1,Transaction processed for Backup location,system,2024-03-07 00:00:00
86,1541,TrekReady Hiking Boots,Camping,Main,Adjustment,2024-03-06 00:00:00,-10,136.1,-1361.0,ADJ-86,Cycle Count,653,643,system,Transaction processed for Main location,system,2024-03-06 00:00:00
87,2081,Food Storage Set,Kitchen,Regional,Damage,2024-03-05 00:00:00,-4,24.68,-98.72,DMG-87,Quality Issue,1392,1388,warehouse1,Transaction processed for Regional location,system,2024-03-05 00:00:00
88,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Sale,2024-03-05 00:00:00,-6,108.62,-651.72,SO-33033,Customer Sale,137,131,system,Transaction processed for Main location,system,2024-03-05 00:00:00
89,2121,Bamboo Cutting Board Set,Kitchen,Main,Sale,2024-03-01 00:00:00,-2,30.56,-61.12,SO-15441,Customer Sale,150,148,warehouse1,Transaction processed for Main location,system,2024-03-01 00:00:00
90,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Sale,2024-03-06 00:00:00,-41,336.24,-13785.84,SO-13158,Customer Sale,207,166,system,Transaction processed for Backup location,system,2024-03-06 00:00:00
