ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
49,3051,Insulated Ski Jacket - Men's,Ski,3,Contoso Ski Equipment,CON-3051,182.9,10,5000.0,9,Active,system,2025-10-20 10:47:10
50,3052,Thermal Base Layer Set - Women's,Ski,3,Contoso Ski Equipment,CON-3052,112.95,25,1000.0,11,Active,system,2025-12-17 10:47:10
51,3053,Waterproof Ski Pants,Ski,3,Contoso Ski Equipment,CON-3053,161.11,5,1000.0,9,Active,system,2025-09-28 10:47:10
52,3061,Professional Ski Helmet,Ski,3,Contoso Ski Equipment,CON-3061,126.68,1,1000.0,10,Active,system,2025-12-19 10:47:10
53,3061,Professional Ski Helmet,Ski,4,Worldwide Importers,WOR-3061,139.37,25,5000.0,24,Active,system,2025-11-11 10:47:10
54,3061,Professional Ski Helmet,Ski,5,Fabrikam,FAB-3061,138.05,50,2000.0,21,Active,system,2025-10-13 10:47:10
55,3062,Anti-Fog Ski Goggles,Ski,3,Contoso Ski Equipment,CON-3062,84.48,10,1000.0,10,Active,system,2025-10-19 10:47:10
56,3071,Ski Boot Bag - Premium,Ski,3,Contoso Ski Equipment,CON-3071,45.78,10,5000.0,14,Active,system,2025-11-07 10:47:10
57,3071,Ski Boot Bag - Premium,Ski,4,Worldwide Importers,WOR-3071,39.44,1,500.0,24,Active,system,2025-09-22 10:47:10
58,3072,Hand Warmers - 10 Pack,Ski,3,Contoso Ski Equipment,CON-3072,11.8,1,10000.0,14,Active,system,2025-10-13 10:47:10
59,3081,All-Temp Ski Wax Kit,Ski,3,Contoso Ski Equipment,CON-3081,63.45,10,1000.0,15,Active,system,2025-11-21 10:47:10
60,3082,Edge Tuning Tool Set,Ski,3,Contoso Ski Equipment,CON-3082,89.5,1,,12,Active,system,2025-09-28 10:47:10
61,3091,Freestyle Snowboard - 155cm,Ski,3,Contoso Ski Equipment,CON-3091,415.51,10,5000.0,10,Active,system,2026-02-03 10:47:10
62,3092,All-Mountain Snowboard - 158cm,Ski,3,Contoso Ski Equipment,CON-3092,508.33,50,10000.0,9,Active,system,2026-01-03 10:47:10
63,3092,All-Mountain Snowboard - 158cm,Ski,5,Fabrikam,FAB-3092,662.25,10,2000.0,25,Active,system,2025-09-26 10:47:10
64,3101,Winter Boots - Insulated,Ski,3,Contoso Ski Equipment,CON-3101,100.73,5,1000.0,12,Active,system,2026-01-29 10:47:10
65,3101,Winter Boots - Insulated,Ski,5,Fabrikam,FAB-3101,118.22,25,500.0,21,Active,system,2025-09-21 10:47:10
66,3102,Winter Hiking Boots - Waterproof,Ski,3,Contoso Ski Equipment,CON-3102,160.32,1,10000.0,13,Active,system,2025-11-19 10:47:10
67,3103,Snowboard Bindings - Pro,Ski,3,Contoso Ski Equipment,CON-3103,215.83,25,10000.0,15,Active,system,2026-02-05 10:47:10
68,3104,Ski Tuning Bench - Portable,Ski,3,Contoso Ski Equipment,CON-3104,148.17,50,5000.0,9,Active,system,2025-11-18 10:47:10
