ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
16,1523,TrailLite Daypack,Camping,1,Contoso Camping Equipment,CON-1523,57.0,1,5000.0,11,Active,system,2025-10-06 14:29:58
17,1533,RainGuard Hiking Jacket,Camping,1,Contoso Camping Equipment,CON-1533,115.35,5,,14,Active,system,2025-09-23 14:29:58
18,1543,TrekStar Hiking Sandals,Camping,1,Contoso Camping Equipment,CON-1543,67.32,1,,15,Active,system,2026-01-11 14:29:58
19,1553,Adventure Dining Table,Camping,1,Contoso Camping Equipment,CON-1553,92.36,25,5000.0,16,Active,system,2025-11-08 14:29:58
20,1563,CompactCook Camping Stove,Camping,1,Contoso Camping Equipment,CON-1563,68.17,1,1000.0,17,Active,system,2026-01-12 14:29:58
21,1581,LED Headlamp - Rechargeable,Camping,1,Contoso Camping Equipment,CON-1581,59.54,10,5000.0,17,Active,system,2025-10-28 14:29:58
22,2011,Coffee Maker,Kitchen,2,Contoso Kitchen,CON-2011,133.21,10,10000.0,12,Active,system,2026-01-09 14:29:58
23,2012,Espresso Machine,Kitchen,2,Contoso Kitchen,CON-2012,268.13,1,,12,Active,system,2026-01-02 14:29:58
24,2012,Espresso Machine,Kitchen,4,Worldwide Importers,WOR-2012,318.84,1,,24,Active,system,2025-10-01 14:29:58
25,2021,Chef Knife,Kitchen,2,Contoso Kitchen,CON-2021,67.68,50,1000.0,10,Active,system,2026-01-20 14:29:58
26,2022,Fork Set,Kitchen,2,Contoso Kitchen,CON-2022,34.18,10,,9,Active,system,2025-11-09 14:29:58
27,2031,Coffee Mug,Kitchen,2,Contoso Kitchen,CON-2031,22.46,50,,7,Active,system,2025-10-05 14:29:58
28,2041,Serving Platter,Kitchen,2,Contoso Kitchen,CON-2041,41.35,5,,12,Active,system,2025-09-28 14:29:58
29,2051,Ice Cream Bowl,Kitchen,2,Contoso Kitchen,CON-2051,16.21,25,1000.0,11,Active,system,2026-01-23 14:29:58
30,2061,Mixing Bowl,Kitchen,2,Contoso Kitchen,CON-2061,29.71,1,,12,Active,system,2025-11-27 14:29:58
31,2071,Baking Pan,Kitchen,2,Contoso Kitchen,CON-2071,18.96,1,10000.0,12,Active,system,2025-09-14 14:29:58
32,2081,Food Storage Set,Kitchen,2,Contoso Kitchen,CON-2081,24.03,1,1000.0,13,Active,system,2026-01-23 14:29:58
33,2091,Spatula,Kitchen,2,Contoso Kitchen,CON-2091,9.28,5,5000.0,12,Active,system,2026-01-06 14:29:58
34,2091,Spatula,Kitchen,4,Worldwide Importers,WOR-2091,8.56,1,500.0,25,Active,system,2025-11-09 14:29:58
35,2101,Measuring Cup Set,Kitchen,2,Contoso Kitchen,CON-2101,13.31,50,,8,Active,system,2026-01-25 14:29:58
36,2111,High-Speed Blender,Kitchen,2,Contoso Kitchen,CON-2111,138.69,5,5000.0,9,Active,system,2026-01-08 14:29:58
37,2112,4-Slice Toaster,Kitchen,2,Contoso Kitchen,CON-2112,65.23,50,5000.0,12,Active,system,2025-10-03 14:29:58
38,2121,Bamboo Cutting Board Set,Kitchen,2,Contoso Kitchen,CON-2121,34.13,1,5000.0,8,Active,system,2025-09-15 14:29:58
39,3011,Alpine Pro Racing Skis - 170cm,Ski,3,Contoso Ski Equipment,CON-3011,1016.13,50,10000.0,10,Active,system,2026-01-28 14:29:58
40,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,Contoso Ski Equipment,CON-3012,548.74,5,,15,Active,system,2025-09-18 14:29:58
41,3012,Mountain Master All-Terrain Skis - 165cm,Ski,4,Worldwide Importers,WOR-3012,650.94,25,2000.0,32,Active,system,2026-01-28 14:29:58
42,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,Fabrikam,FAB-3012,634.8,25,2000.0,25,Active,system,2025-12-08 14:29:58
43,3013,Beginner's Choice Alpine Skis - 160cm,Ski,3,Contoso Ski Equipment,CON-3013,276.87,25,1000.0,11,Active,system,2025-11-11 14:29:58
44,3013,Beginner's Choice Alpine Skis - 160cm,Ski,4,Worldwide Importers,WOR-3013,367.6,1,5000.0,27,Active,system,2025-09-25 14:29:58
45,3021,Nordic Classic XC Skis - 185cm,Ski,3,Contoso Ski Equipment,CON-3021,215.9,1,,14,Active,system,2026-02-03 14:29:58
46,3022,Backcountry Explorer XC Skis - 190cm,Ski,3,Contoso Ski Equipment,CON-3022,409.88,1,5000.0,13,Active,system,2025-11-17 14:29:58
47,3022,Backcountry Explorer XC Skis - 190cm,Ski,5,Fabrikam,FAB-3022,390.53,50,,25,Active,system,2025-12-21 14:29:58
48,3031,Pro Flex Racing Ski Boots,Ski,3,Contoso Ski Equipment,CON-3031,398.35,25,10000.0,10,Active,system,2025-12-10 14:29:58
49,3032,Comfort Fit Recreational Boots,Ski,3,Contoso Ski Equipment,CON-3032,272.32,50,1000.0,12,Active,system,2026-02-03 14:29:58
50,3033,Women's Performance Ski Boots,Ski,3,Contoso Ski Equipment,CON-3033,393.89,50,1000.0,10,Active,system,2026-01-15 14:29:58
51,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Contoso Ski Equipment,CON-3041,140.19,1,5000.0,10,Active,system,2025-11-26 14:29:58
52,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Contoso Ski Equipment,CON-3042,79.57,5,5000.0,13,Active,system,2026-01-09 14:29:58
53,3042,Aluminum All-Mountain Poles - 115cm,Ski,5,Fabrikam,FAB-3042,82.94,1,500.0,24,Active,system,2025-09-12 14:29:58
54,3051,Insulated Ski Jacket - Men's,Ski,3,Contoso Ski Equipment,CON-3051,220.33,1,5000.0,15,Active,system,2026-01-25 14:29:58
55,3051,Insulated Ski Jacket - Men's,Ski,4,Worldwide Importers,WOR-3051,210.48,1,5000.0,25,Active,system,2026-02-07 14:29:58
56,3052,Thermal Base Layer Set - Women's,Ski,3,Contoso Ski Equipment,CON-3052,100.83,5,10000.0,14,Active,system,2025-09-30 14:29:58
57,3053,Waterproof Ski Pants,Ski,3,Contoso Ski Equipment,CON-3053,182.55,1,,11,Active,system,2025-09-21 14:29:58
58,3053,Waterproof Ski Pants,Ski,5,Fabrikam,FAB-3053,209.9,50,,22,Active,system,2025-11-08 14:29:58
59,3061,Professional Ski Helmet,Ski,3,Contoso Ski Equipment,CON-3061,145.76,5,1000.0,14,Active,system,2026-01-29 14:29:58
60,3062,Anti-Fog Ski Goggles,Ski,3,Contoso Ski Equipment,CON-3062,99.79,10,1000.0,14,Active,system,2025-10-12 14:29:58
61,3071,Ski Boot Bag - Premium,Ski,3,Contoso Ski Equipment,CON-3071,38.04,1,,11,Active,system,2025-11-10 14:29:58
62,3071,Ski Boot Bag - Premium,Ski,5,Fabrikam,FAB-3071,40.1,1,500.0,19,Active,system,2026-02-06 14:29:58
63,3072,Hand Warmers - 10 Pack,Ski,3,Contoso Ski Equipment,CON-3072,9.43,50,,14,Active,system,2025-10-27 14:29:58
64,3081,All-Temp Ski Wax Kit,Ski,3,Contoso Ski Equipment,CON-3081,54.71,10,1000.0,13,Active,system,2025-11-23 14:29:58
65,3081,All-Temp Ski Wax Kit,Ski,5,Fabrikam,FAB-3081,65.06,25,2000.0,23,Active,system,2026-02-02 14:29:58
66,3082,Edge Tuning Tool Set,Ski,3,Contoso Ski Equipment,CON-3082,92.65,1,,14,Active,system,2025-11-09 14:29:58
67,3091,Freestyle Snowboard - 155cm,Ski,3,Contoso Ski Equipment,CON-3091,451.64,50,10000.0,11,Active,system,2025-12-23 14:29:58
68,3092,All-Mountain Snowboard - 158cm,Ski,3,Contoso Ski Equipment,CON-3092,618.7,25,5000.0,14,Active,system,2025-09-13 14:29:58
69,3101,Winter Boots - Insulated,Ski,3,Contoso Ski Equipment,CON-3101,122.01,1,5000.0,11,Active,system,2025-10-27 14:29:58
70,3102,Winter Hiking Boots - Waterproof,Ski,3,Contoso Ski Equipment,CON-3102,190.75,1,1000.0,9,Active,system,2025-12-20 14:29:58
71,3103,Snowboard Bindings - Pro,Ski,3,Contoso Ski Equipment,CON-3103,197.5,5,10000.0,15,Active,system,2025-11-29 14:29:58
72,3104,Ski Tuning Bench - Portable,Ski,3,Contoso Ski Equipment,CON-3104,120.28,25,10000.0,14,Active,system,2026-01-03 14:29:58
